SA,conv_sa,1,25,1,94.18,93.01,94.18
SA,conv_sa,1,25,2,99.53,99.44,99.53
SA,conv_sa,1,25,3,95.91,95.09,95.91
SA,conv_sa,1,25,4,91.85,90.22,91.85
SA,conv_sa,1,25,5,95.86,95.04,95.86
SA,conv_sa,1.8,25,1,97.11,96.53,97.11
SA,conv_sa,1.8,25,2,98.42,98.10,98.42
SA,conv_sa,1.8,25,3,96.62,95.95,96.62
SA,conv_sa,1.8,25,4,96.69,96.03,96.69
SA,conv_sa,1.8,25,5,98.03,97.64,98.03
SA,conv_no_sa,1,25,1,95.32,94.39,95.32
SA,conv_no_sa,1,25,2,90.31,88.37,90.31
SA,conv_no_sa,1,25,3,90.85,89.01,90.85
SA,conv_no_sa,1,25,4,98.03,97.64,98.03
SA,conv_no_sa,1,25,5,92.95,91.54,92.95
SA,conv_no_sa,1.8,25,1,96.03,95.23,96.03
SA,conv_no_sa,1.8,25,2,94.80,93.76,94.80
SA,conv_no_sa,1.8,25,3,89.22,87.06,89.22
SA,conv_no_sa,1.8,25,4,92.41,90.89,92.41
SA,conv_no_sa,1.8,25,5,97.35,96.82,97.35
SA,conv_sa,1.8,1,1,91.05,89.26,91.05
SA,conv_sa,1.8,1,2,89.08,86.90,89.08
SA,conv_sa,1.8,1,3,93.51,92.22,93.51
SA,conv_sa,1.8,1,4,96.44,95.73,96.44
SA,conv_sa,1.8,1,5,88.24,85.89,88.24
SA,conv_sa,1.8,5,1,95.05,94.07,95.05
SA,conv_sa,1.8,5,2,93.93,92.72,93.93
SA,conv_sa,1.8,5,3,92.30,90.76,92.30
SA,conv_sa,1.8,5,4,93.69,92.43,93.69
SA,conv_sa,1.8,5,5,97.36,96.83,97.36
SA,conv_sa,1.8,10,1,92.13,90.56,92.13
SA,conv_sa,1.8,10,2,93.89,92.67,93.89
SA,conv_sa,1.8,10,3,96.13,95.36,96.13
SA,conv_sa,1.8,10,4,98.01,97.61,98.01
SA,conv_sa,1.8,10,5,95.33,94.40,95.33
SA,conv_sa,1.8,15,1,96.79,96.15,96.79
SA,conv_sa,1.8,15,2,96.82,96.18,96.82
SA,conv_sa,1.8,15,3,98.23,97.88,98.23
SA,conv_sa,1.8,15,4,99.24,99.08,99.24
SA,conv_sa,1.8,15,5,95.96,95.15,95.96
SA,conv_sa,1.8,20,1,96.39,95.66,96.39
SA,conv_sa,1.8,20,2,98.35,98.02,98.35
SA,conv_sa,1.8,20,3,97.64,97.17,97.64
SA,conv_sa,1.8,20,4,98.60,98.31,98.60
SA,conv_sa,1.8,20,5,98.71,98.45,98.71
