BW,conv_sa,1.8,1,1,94.07,92.59,94.07
BW,conv_sa,1.8,1,2,97.70,97.12,97.70
BW,conv_sa,1.8,1,3,96.11,95.14,96.11
BW,conv_sa,1.8,1,4,95.11,93.88,95.11
BW,conv_sa,1.8,1,5,93.67,92.09,93.67
BW,conv_sa,1.8,5,1,96.83,96.04,96.83
BW,conv_sa,1.8,5,2,96.13,95.16,96.13
BW,conv_sa,1.8,5,3,97.47,96.84,97.47
BW,conv_sa,1.8,5,4,90.61,88.27,90.61
BW,conv_sa,1.8,5,5,98.34,97.92,98.34
BW,conv_sa,1.8,10,1,96.81,96.01,96.81
BW,conv_sa,1.8,10,2,95.01,93.76,95.01
BW,conv_sa,1.8,10,3,96.76,95.95,96.76
BW,conv_sa,1.8,10,4,99.64,99.55,99.64
BW,conv_sa,1.8,10,5,94.99,93.74,94.99
BW,conv_sa,1.8,15,1,97.60,97.00,97.60
BW,conv_sa,1.8,15,2,98.14,97.67,98.14
BW,conv_sa,1.8,15,3,93.02,91.27,93.02
BW,conv_sa,1.8,15,4,97.01,96.26,97.01
BW,conv_sa,1.8,15,5,95.23,94.03,95.23
BW,conv_sa,1.8,20,1,99.40,99.25,99.40
BW,conv_sa,1.8,20,2,96.60,95.75,96.60
BW,conv_sa,1.8,20,3,98.65,98.32,98.65
BW,conv_sa,1.8,25,1,99.71,99.64,99.71
