KSC,conv_sa,1.8,25,1,98.72,98.08,98.72
KSC,conv_sa,1.8,25,1,97.42,96.13,97.42
KSC,conv_sa,1.8,25,2,96.60,94.90,96.60
KSC,conv_sa,1.8,25,3,92.40,88.60,92.40
KSC,conv_sa,1.8,25,4,97.64,96.46,97.64
KSC,conv_sa,1.8,25,5,99.25,98.88,99.25
KSC,conv_sa,1.8,20,1,98.34,97.51,98.34
KSC,conv_sa,1.8,20,2,96.96,95.43,96.96
KSC,conv_sa,1.8,20,3,96.71,95.06,96.71
KSC,conv_sa,1.8,20,4,93.36,90.05,93.36
KSC,conv_sa,1.8,15,1,95.09,92.64,95.09
KSC,conv_sa,1.8,15,2,97.19,95.78,97.19
KSC,conv_sa,1.8,15,3,98.07,97.10,98.07
KSC,conv_sa,1.8,15,4,95.83,93.75,95.83
KSC,conv_sa,1.8,15,5,97.45,96.17,97.45
KSC,conv_sa,1.8,10,1,96.24,94.35,96.24
KSC,conv_sa,1.8,10,2,97.50,96.25,97.50
KSC,conv_sa,1.8,10,3,98.19,97.28,98.19
KSC,conv_sa,1.8,10,4,96.89,95.34,96.89
KSC,conv_sa,1.8,10,5,95.59,93.39,95.59
KSC,conv_sa,1.8,5,1,95.74,93.61,95.74
KSC,conv_sa,1.8,5,2,96.84,95.26,96.84
KSC,conv_sa,1.8,5,3,99.29,98.94,99.29
KSC,conv_sa,1.8,5,4,98.60,97.90,98.60
KSC,conv_sa,1.8,5,5,93.33,90.00,93.33
KSC,conv_sa,1.8,1,1,91.14,86.71,91.14
KSC,conv_sa,1.8,1,2,89.94,84.91,89.94
KSC,conv_sa,1.8,1,3,88.65,82.97,88.65
KSC,conv_sa,1.8,1,4,97.58,96.37,97.58
KSC,conv_sa,1.8,1,5,93.69,90.54,93.69
KSC,conv_sa,1,25,1,96.91,95.36,96.91
KSC,conv_sa,1,25,2,95.49,93.24,95.49
KSC,conv_sa,1,25,3,95.64,93.47,95.64
KSC,conv_sa,1,25,4,95.59,93.38,95.59
KSC,conv_sa,1,25,5,92.92,89.38,92.92
KSC,conv_no_sa,1,25,1,94.78,92.18,94.78
KSC,conv_no_sa,1,25,2,98.03,97.05,98.03
KSC,conv_no_sa,1,25,3,97.03,95.54,97.03
KSC,conv_no_sa,1,25,4,98.97,98.45,98.97
KSC,conv_no_sa,1,25,5,95.21,92.81,95.21
KSC,conv_no_sa,1.8,25,1,99.09,98.64,99.09
KSC,conv_no_sa,1.8,25,2,98.93,98.40,98.93
KSC,conv_no_sa,1.8,25,3,96.47,94.70,96.47
KSC,conv_no_sa,1.8,25,4,96.08,94.12,96.08
KSC,conv_no_sa,1.8,25,5,96.29,94.44,96.29
